Data prepared by Tyler R. & Dave F.,,,,
Data corresponds to inputs from 54 balancing authorities summed together post anomaly identification and imputation.,,,,
This provides coverage over all of CONUS.,,,,
The two excluded balancing authorities (SEC and OVEC) account for less than 0.1% of the CONUS total.,,,,
This file corresponds with the final version of data published in,,,,
Scientific Data: https://zenodo.org/record/3690240,,,,
,,,,
Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,
,,,,
BEGIN_DATA,,,,
year,month,day,hour,demand (MW)
2015,7,28,17,637911
2015,7,28,18,663259
2015,7,28,19,681709
2015,7,28,20,694214
2015,7,28,21,701379
2015,7,28,22,702838
2015,7,28,23,696442
2015,7,28,24,681915
2015,7,29,1,666597
2015,7,29,2,648674
2015,7,29,3,616732
2015,7,29,4,575445
2015,7,29,5,536083
2015,7,29,6,502158
2015,7,29,7,473853
2015,7,29,8,453767
2015,7,29,9,443273
2015,7,29,10,445628
2015,7,29,11,460373
2015,7,29,12,480099
2015,7,29,13,503829
2015,7,29,14,535140
2015,7,29,15,571776
2015,7,29,16,607062
2015,7,29,17,637588
2015,7,29,18,662490
2015,7,29,19,682297
2015,7,29,20,694277
2015,7,29,21,699294
2015,7,29,22,701439
2015,7,29,23,696718
2015,7,29,24,683296
2015,7,30,1,666211
2015,7,30,2,647567
2015,7,30,3,616311
2015,7,30,4,573819
2015,7,30,5,533175
2015,7,30,6,499805
2015,7,30,7,471831
2015,7,30,8,452128
2015,7,30,9,442044
2015,7,30,10,444782
2015,7,30,11,459098
2015,7,30,12,476041
2015,7,30,13,500435
2015,7,30,14,531491
2015,7,30,15,565865
2015,7,30,16,600650
2015,7,30,17,629653
2015,7,30,18,654881
2015,7,30,19,672676
2015,7,30,20,683480
2015,7,30,21,689675
2015,7,30,22,690959
2015,7,30,23,683886
2015,7,30,24,668780
2015,7,31,1,650432
2015,7,31,2,632632
2015,7,31,3,600164
2015,7,31,4,559581
2015,7,31,5,521419
2015,7,31,6,486871
2015,7,31,7,458471
2015,7,31,8,439042
2015,7,31,9,428121
2015,7,31,10,429054
2015,7,31,11,440149
2015,7,31,12,458661
2015,7,31,13,483469
2015,7,31,14,512396
2015,7,31,15,545611
2015,7,31,16,577530
2015,7,31,17,605229
2015,7,31,18,628266
2015,7,31,19,648116
2015,7,31,20,662964
2015,7,31,21,670477
2015,7,31,22,671604
2015,7,31,23,661015
2015,7,31,24,639022
2015,8,1,1,615172
2015,8,1,2,593954
2015,8,1,3,563546
2015,8,1,4,526292
2015,8,1,5,490965
2015,8,1,6,459577
2015,8,1,7,432957
2015,8,1,8,413052
2015,8,1,9,400724
2015,8,1,10,395132
2015,8,1,11,394588
2015,8,1,12,400953
2015,8,1,13,422400
2015,8,1,14,453684
2015,8,1,15,487592
2015,8,1,16,520242
2015,8,1,17,549180
2015,8,1,18,570391
2015,8,1,19,586694
2015,8,1,20,600759
2015,8,1,21,610940
2015,8,1,22,617337
2015,8,1,23,613667
2015,8,1,24,602400
2015,8,2,1,585864
2015,8,2,2,568515
2015,8,2,3,541211
2015,8,2,4,506312
2015,8,2,5,473081
2015,8,2,6,444161
2015,8,2,7,420704
2015,8,2,8,402266
2015,8,2,9,389141
2015,8,2,10,382035
2015,8,2,11,379323
2015,8,2,12,384099
2015,8,2,13,404166
2015,8,2,14,434636
2015,8,2,15,470279
2015,8,2,16,505685
2015,8,2,17,537736
2015,8,2,18,565179
2015,8,2,19,586050
2015,8,2,20,602950
2015,8,2,21,616604
2015,8,2,22,626168
2015,8,2,23,625763
2015,8,2,24,615373
2015,8,3,1,600895
2015,8,3,2,585738
2015,8,3,3,556914
2015,8,3,4,518796
2015,8,3,5,483800
2015,8,3,6,453711
2015,8,3,7,430256
2015,8,3,8,414002
2015,8,3,9,407283
2015,8,3,10,411406
2015,8,3,11,425721
2015,8,3,12,445911
2015,8,3,13,471252
2015,8,3,14,500888
2015,8,3,15,534429
2015,8,3,16,567209
2015,8,3,17,596386
2015,8,3,18,622984
2015,8,3,19,643615
2015,8,3,20,657372
2015,8,3,21,666643
2015,8,3,22,669267
2015,8,3,23,662595
2015,8,3,24,648074
2015,8,4,1,630771
2015,8,4,2,612917
2015,8,4,3,580670
2015,8,4,4,539748
